เชียงใหม่,6,นาย,เกรียงไกร,งามคาย,21,เศรษฐกิจใหม่
เชียงใหม่,7,นาย,บดินทร์,กินาวงศ์,17,พลังประชารัฐ
เชียงใหม่,7,นาย,สมพงศ์,ค่ายคํา,18,พลังปวงชนไทย
เชียงใหม่,8,นาย,จํานงค์,อภิญดา,16,ครูไทยเพื่อประชาชน
ตรัง,1,นาง,ภาวนา,สะดะ,20,ถิ่นกาขาวชาววิไล
ตรัง,1,นาย,นงค์,ดําหมาน,21,เพื่อชาติ
ตรัง,1,นางสาว,จันทิมา,อณะสุวรรณ,22,รวมพลังประชาชาติไทย
ตรัง,1,นาย,นัฐชา,สายจิตรื่น,23,รักษ์ผืนป่าประเทศไทย
ตรัง,2,นาง,วรนาฎ,วงศ์สวสั ด์ิ,18,ถิ่นกาขาวชาววิไล
ตรัง,2,นาย,สบาย,เทพกิจ,19,รวมพลังประชาชาติไทย
ตรัง,2,นาย,ยงยุทธ,กูลเมือง,20,กรีน
ตรัง,3,นาย,เทพ,บุญศรี,15,พลังไทยรักไทย
ตรัง,3,นาย,อชิระ,หนูทองแก้ว,16,เพื่อชาติ
ตรัง,3,นาย,พงค์ศักดิ์,ชุมสกุล,17,ถ่ินกาขาวชาววิไล
ตรัง,3,นาง,ศิรินทร์ทิพย์,กิจเลิศทรัพย์,18,รวมพลังประชาชาติไทย
ตรัง,3,นาย,ภูดิส,เกตุเกลี้ยง,19,รักษ์ผืนป่าประเทศไทย
ตราด,1,นาย,สุวรรณ,สงวนหงษ์,18,พลังชาติไทย
ตราด,1,นาย,สุภาพ,นิยม,19,เศรษฐกิจใหม่
ตาก,1,นาย,บุ้น,คุ้มอรุณรัตนกุล,12,รักษ์ผืนป่าประเทศไทย
ตาก,1,นาย,เอกสิทธิ์,คุ้มอรณุ รัตนกุล,13,รวมพลังประชาชาติไทย
ตาก,1,นาง,อรทัย,เกิดแสง,14,ประชานิยม
ตาก,1,ร้อยตํารวจโท,สงวนศักดิ์,สังข์สําราญสกุล,15,ประชาชนปฏิรปู
ตาก,1,นาย,ยุทธธนา,โพธิวงษ์,16,พลังปวงชนไทย
ตาก,2,นาย,สุรพล,โปทาคํา,15,พลังปวงชนไทย
ตาก,2,นาย,วิสุทธิชัย,ยั่งยงสกุล,16,ประชาชาติ
ตาก,2,นาย,สมพงษ์,ต่ําจันทร์,17,เพื่อแผ่นดิน
ตาก,2,นาย,ประดิษฐ์,รุ่งศรี,18,รักษ์ผืนป่าประเทศไทย
