ลําดับที่,จังหวัด,เขต,,,,,
เลือกตั้งที่,เลขที่,,,,,,
ใบรับใบสมัคร,คํานําหน้า,,,,,,
ผู้สมัคร,ชื่อผู้สมัคร,นามสกุลผู้สมัคร,ชื่อพรรคการเมือง,,,,
2002,ฉะเชิงเทรา,3,14,นาย,ประเนตต์,หงษา,พลังปวงชนไทย
2003,ฉะเชิงเทรา,3,15,นาย,ยิ่งยศ,สียางนอก,พลังไทยรักชาติ
2004,ฉะเชิงเทรา,3,16,นาย,ศักดิ์ชัย,ณรงค์หนู,รวมพลังประชาชาติไทย
2005,ฉะเชิงเทรา,3,17,นางสาว,สินีทัศน์,นันทวิสิทธิ์,ประชานิยม
2006,ฉะเชิงเทรา,3,18,นาย,สมหมาย,มาลีเลิศ,กรีน
2007,ฉะเชิงเทรา,3,19,นาย,สุเทพ,งามสง่า,สังคมประชาธิปไตยไทย
2008,ฉะเชิงเทรา,3,20,นางสาว,มยุรฉัตร,อักษรดี,พลังชาติไทย
2009,ฉะเชิงเทรา,3,21,นาย,ทองหล่อ,เทียนวงค์,เครือข่ายชาวนาแห่งประเทศไทย
2010,ฉะเชิงเทรา,3,22,นาย,ธนกฤต,ทองดี,พลเมืองไทย
2011,ฉะเชิงเทรา,3,23,นาย,ทน,เจือจันทร์,มหาชน
2012,ฉะเชิงเทรา,3,24,นาย,เอนก,แสงอภัย,เพื่อชาติ
2013,ฉะเชิงเทรา,3,25,นาง,กัลยา,สําอาง,เศรษฐกิจใหม่
2014,ฉะเชิงเทรา,3,26,นางสาว,สุภาพร,กั้วพิทักษ์,แทนคุณแผ่นดิน
2015,ฉะเชิงเทรา,3,27,นางสาว,นิภาพร,พรมศรี,ไทรักธรรม
2016,ฉะเชิงเทรา,4,1,นาย,ชาติชาย,มั่นคง,เพื่อชาติ
2017,ฉะเชิงเทรา,4,2,นาย,ชํานาญ,เกิดโสภา,ประชาธิปัตย์
2018,ฉะเชิงเทรา,4,3,นาย,จิรัฏฐ์,ทองสุวรรณ์,อนาคตใหม่
2019,ฉะเชิงเทรา,4,4,พลตํารวจโท,พิทักษ์,จารุสมบัติ,พลังประชารัฐ
2020,ฉะเชิงเทรา,4,5,นาย,ภักดี,เจริญวรชัย,พลังท้องถิ่นไท
2021,ฉะเชิงเทรา,4,6,นาย,วุฒิพงศ์,ฉายแสง,ไทยรักษาชาติ
,,,,,,,
ลําดับที่,จังหวัด,เขต,เลขที่,คํานําหน้า,ชื่อผ้สมัคร,นามสกลผ้สมัคร,ชื่อพรรคการเมือง
2022,ฉะเชิงเทรา,4,7,นาย,สายชล,ยอดใจเย็น,เสรีรวมไทย
2023,ฉะเชิงเทรา,4,8,นาง,วาสนา,อารีราษฎร์,ประชาชนปฏิรูป
2024,ฉะเชิงเทรา,4,9,นางสาว,วีร์ณัฏฐา,ทองเชื้อ,รักษ์ผืนป่าประเทศไทย
2025,ฉะเชิงเทรา,4,10,นาย,อิบรฮีม,ปาทาน,เพื่อนไทย
2026,ฉะเชิงเทรา,4,11,นาย,กฤษดา,สื่อสุวรรณ,ประชาภิวัฒน์
2027,ฉะเชิงเทรา,4,12,นาย,ภาณุพงษ์,ประจําภพ,พลังปวงชนไทย
2028,ฉะเชิงเทรา,4,13,นาย,พัฒนพงศ์,เสมานิตย์,ประชานิยม
2029,ฉะเชิงเทรา,4,14,นาย,เฉลย,สุขหิรันต์,สังคมประชาธิปไตยไทย
2030,ฉะเชิงเทรา,4,15,นาง,ศุภมาศ,ปิ่นเจริญ,พลังไทยดี
2031,ฉะเชิงเทรา,4,16,นาย,จักรวาล,ท้วมเจริญ,ภูมิใจไทย
2032,ฉะเชิงเทรา,4,17,นาย,เอิบ,โฉมสะอาด,รวมพลังประชาชาติไทย
2033,ฉะเชิงเทรา,4,18,นาย,อาคม,แสงสง่าศรี,เศรษฐกิจใหม่
2034,ฉะเชิงเทรา,4,19,นาย,สมพงษ์,สุวรรณะ,พลังชาติไทย
2035,ฉะเชิงเทรา,4,20,นาย,วิชัย,คงเจริญ,เครือข่ายชาวนาแห่งประเทศไทย
2036,ฉะเชิงเทรา,4,21,นาย,บุญฤทธ์,เอื้อเฟื้อ,มหาชน
2037,ฉะเชิงเทรา,4,22,ร้อยตํารวจตรี,ประเวส,ยังโหมด,ประชาไทย
2038,ฉะเชิงเทรา,4,23,นาย,เอกชลิต,โสภณ,แทนคุณแผ่นดิน
2039,ฉะเชิงเทรา,4,24,นาย,มาณพ,ธารีรัตนชัย,พลังประชาธิปไตย
2040,ชลบุรี,1,1,นาย,บรรจบ,รุ่งโรจน์,ภูมิใจไทย
2041,ชลบุรี,1,2,นาย,เดชา,ศกุนตนาคลาภ,ชาติพัฒนา
2042,ชลบุรี,1,3,นาย,สรัลชา,ศรีชลวัฒนา,ประชาธิปัตย์
2043,ชลบุรี,1,4,นาย,เชวงศักดิ์,เอี่ยมสําอางค์,เศรษฐกิจใหม่
2044,ชลบุรี,1,5,นาย,ไพทูรย์,บางหรง,สังคมประชาธิปไตยไทย
2045,ชลบุรี,1,6,นาย,สุชาติ,ชมกลิ่น,พลังประชารัฐ
2046,ชลบุรี,1,7,นาย,อัคระ,เส็งกิ่ง,เสรีรวมไทย
2047,ชลบุรี,1,8,นางสาว,ปิยะพร,ธนาปิ่นชัย,อนาคตใหม่
2048,ชลบุรี,1,9,นาง,ปิยธิดา,พรประเสริฐผล,ประชาภิวัฒน์
2049,ชลบุรี,1,10,นาย,จําโนทย์,ปล้องอุดม,เพื่อไทย
2050,ชลบุรี,1,11,นาย,ทวีศักดิ์,สวัสดี,พลังท้องถิ่นไท
2051,ชลบุรี,1,12,นาย,สมพร,โชคชัยชาญวุฒิ,พลังชาติไทย
2052,ชลบุรี,1,13,นางสาว,บุษรินทร์,อารีรอบ,รวมพลังประชาชาติไทย
2053,ชลบุรี,1,14,นางสาว,นงลักษณ์,คงนมนาน,เพื่อชาติ
2054,ชลบุรี,1,15,นาย,นันทพัทธ์,สิทธิ์อมรพร,ชาติไทยพัฒนา
2055,ชลบุรี,1,16,นาย,สมเกียรติ,ปานแดง,ไทยศรีวิไลย์
2056,ชลบุรี,1,17,นางสาว,วิวัลยา,ศิริรักษ์,ประชาชนปฏิรูป
2057,ชลบุรี,1,18,นางสาว,วาสนา,รัตนวรรณ,พลังปวงชนไทย
2058,ชลบุรี,1,19,นาย,เปล่งศักดิ์,ชาระ,ไทยรุ่งเรือง
2059,ชลบุรี,1,20,นาย,สุนทร,เทพนม,รักษ์ผืนป่าประเทศไทย
2060,ชลบุรี,1,21,นาย,ชูธนะ,ชัยสวัสดิ์,ครูไทยเพื่อประชาชน
2061,ชลบุรี,1,22,นาย,ธนวันต์,ธนฤกษ์มั่นคง,ประชานิยม
2062,ชลบุรี,1,23,นาย,รัชวุฒิ,พูลผล,พลังประชาธิปไตย
2063,ชลบุรี,1,24,นาย,อธิษฐ์,อมรินทร์,พลเมืองไทย
2064,ชลบุรี,1,25,นาย,นราธิป,ปานทอง,ไทรักธรรม
,,,,,,,
ลําดับที่,จังหวัด,เขต,เลขที่,คํานําหน้า,ชื่อผ้สมัคร,นามสกลผ้สมัคร,ชื่อพรรคการเมือง
2065,ชลบุรี,1,26,นาย,ชัยพจน์,คุณาพรวัฒน์,ภาคีเครือข่ายไทย
2066,ชลบุรี,2,1,จ่าสิบเอก,กูณฑ์,จีนประชา,รวมพลังประชาชาติไทย
2067,ชลบุรี,2,2,นาย,อรรถเวทย์,ชยางศุ,เสรีรวมไทย
2068,ชลบุรี,2,3,นาย,ชัยเล็ก,สุวานิชย์,ชาติพัฒนา
